FAHRPLAN_ANLAUFPUNKT_UID;FAHRPLAN_UID;FAHRPLAN_ID;LKW_KENNZEICHEN;ANLAUFPUNKT_SEQUENZNUMMER;ALP_IST_ERSTER_ALP;ALP_IST_LETZTER_ALP;ANLAUFPUNKT_UID;ANLAUFPUNKT_NAME;ANLAUFPUNKT_HALTESTELLE;ANLAUFPUNKT_SPUR;ANLAUFPUNKT_LAGERBEREICH;FP_ZEITPUNKT_ERSTELLUNG;ALP_ZEITPUNKT_BEREITMELDUNG;ALP_ZEITPUNKT_ERFUELLUNG;FP_ZEITPUNKT_GATEOUT;FP_DAUER_GATEIN_ERSTER_ALP_SEK;ALP_DAUER_ABFERTIGUNG_SEK;ALP_DAUER_NAECHSTER_ALP_SEK;FP_DAUER_LETZT_ALP_GATEOUT_SEK;FP_DAUER_GATEIN_GATEOUT_SEK;LETZTE_AKTUALISIERUNG;FAHRPLAN_HALTESTELLEN_LISTE;ANLAUFPUNKT_AUFTRAG_LISTE;ANLAUFPUNKT_ANZAHL_CONTAINER;TruckVisitGkey;container_id
TP_15477882603_TPS_18865972603;TP_15477882603;534998;d3d384aec99b2b417d9e4fe497619914fbe35e97df25510a3b1445874af5a71e;2,03E+28;1;1;TPS_18865972603;HO2.25;HO2;25.0;VC;2026-03-31 18:34:00;2026-03-31 19:09:00;2026-03-31 19:10:00;2026-03-31 19:23:00;2090.0;64.0;;747.0;2901.0;31.03.2026 20:05;HO2;8f61d306-2d1f-11f1-bf67-bb671c4d5ce2;1;;
TP_15478692603_TPS_18860752603;TP_15478692603;890604;cb02866aef490443d464d73d537f48d675d4f2758c8f0dc0e702cb6fe9583928;2,03E+28;0;1;TPS_18860752603;HO2.34;HO2;34.0;VC;2026-03-31 22:39:00;2026-03-31 23:05:00;2026-03-31 23:26:00;2026-03-31 23:35:00;;1231.0;;564.0;3409.0;01.04.2026 00:35;HO2, T15, T26;a7a305a8-2d41-11f1-b453-b7ad14340547;1;2017581407;
TP_15478702603_TPS_18860772603;TP_15478702603;258042;bcb79e144b61f4c3fa977232107c3530847ae94140bd3dd9f9d53e0d51d8b669;2,03E+28;0;1;TPS_18860772603;HO2.35;HO2;35.0;VC;2026-03-31 22:40:00;2026-03-31 23:07:00;2026-03-31 23:29:00;2026-03-31 23:38:00;;1305.0;;538.0;3456.0;01.04.2026 00:35;HO2, T09;e5d04ff2-2d41-11f1-b46b-8f6fd7a91a2d;1;2017582421;
TP_15478852604_TPS_18869742604;TP_15478852604;755159;9b1edd0fe6546caeb6494796b95815887d6ee237d476743321e4da240dee83b6;2,03E+28;1;1;TPS_18869742604;T15.03.01;T15;3.0;RMG;2026-04-01 00:31:00;2026-04-01 00:36:00;2026-04-01 00:40:00;2026-04-01 00:54:00;260.0;237.0;;853.0;1350.0;01.04.2026 01:07;T15;6ec12b10-2d51-11f1-ba58-63ef2abd44a8;1;;
TP_15479712604_TPS_18874202604;TP_15479712604;540237;b1154bdaf49bc81ab4990a1d28b931e153ae4ce9700b1f555f6aebc4c9d1bdd9;2,03E+28;1;1;TPS_18874202604;HO2.28;HO2;28.0;VC;2026-04-01 07:42:00;2026-04-01 08:37:00;2026-04-01 08:46:00;2026-04-01 08:53:00;3280.0;533.0;;417.0;4230.0;01.04.2026 09:35;HO2;a4cbed26-2d8d-11f1-bed9-63d64a4bcf44,a4dda0ac-2d8d-11f1-beda-ef449c6928a0;2;;
TP_15479762604_TPS_18823862604;TP_15479762604;876433;59a168e966c023c99b449dfc996188d8f011f4cf0f9aae33a981a46f03c70557;2,03E+28;0;1;TPS_18823862604;HO2.31;HO2;31.0;VC;2026-04-01 07:54:00;2026-04-01 09:30:00;2026-04-01 09:33:00;2026-04-01 09:42:00;;190.0;;571.0;6498.0;01.04.2026 10:35;HO2, T06, T10;9364a104-2d9c-11f1-b92c-93e31d452da7;1;2018324370;
TP_15480222604_TPS_18874682604;TP_15480222604;940751;11b7c4d8555ba3977df0c4a3a8887b6f929fced654cdbabd4365486ca16b6340;2,03E+28;1;1;TPS_18874682604;T16.01.01;T16;1.0;RMG;2026-04-01 08:36:00;2026-04-01 08:44:00;2026-04-01 08:48:00;2026-04-01 08:54:00;428.0;271.0;;366.0;1065.0;01.04.2026 09:35;T16;2d9c810e-2d95-11f1-b1e1-079de17af9d0;1;;
TP_15480562604_TPS_18872342604;TP_15480562604;881628;551ee3a7bb1b055d53cd42d686c65552e523adbcdd8b13296ce30a22c810e10b;2,03E+28;1;1;TPS_18872342604;T16.01.01;T16;1.0;RMG;2026-04-01 00:35:00;2026-04-01 00:42:00;2026-04-01 00:53:00;2026-04-01 01:01:00;376.0;689.0;;490.0;1555.0;01.04.2026 02:05;T16;fd9d18da-2d51-11f1-bad2-dbc12fc44f9a;1;;
TP_15480842604_TPS_18868242604;TP_15480842604;226903;a354193d425b21c8b3cc54058ef8a6feb798ad16665c281b711183390a8a13b4;2,03E+28;1;1;TPS_18868242604;T27.02.01;T27;2.0;RMG;2026-04-01 02:41:00;2026-04-01 02:50:00;2026-04-01 02:56:00;2026-04-01 03:15:00;538.0;318.0;;1135.0;1991.0;01.04.2026 04:05;T27;97987662-2d63-11f1-8d48-e76ff2b4feba;1;;
TP_15482522604_20260401050422000000023930494;TP_15482522604;571091;13c78a4eedf0a86d6b092f5457effda6d1721ae127bf32808ae4649b948ca4e8;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-01 04:58:00;2026-04-01 05:00:00;2026-04-01 05:04:00;2026-04-01 05:51:00;143.0;204.0;324.0;;;01.04.2026 06:35;LL, T25;038b1332-2d77-11f1-abd3-2709b7d875a2;1;2018094581;
TP_15482732604_TPS_18823832604;TP_15482732604;460372;abedca38fbafd8acf5f2199e438fd9e8c876ad2c96f7851a60fd33587dca09c8;2,03E+28;0;1;TPS_18823832604;HO2.28;HO2;28.0;VC;2026-04-01 06:03:00;2026-04-01 06:24:00;2026-04-01 06:29:00;2026-04-01 07:22:00;;292.0;;3193.0;4706.0;01.04.2026 08:05;HO2, T18;b5f139b4-2d81-11f1-b71a-77433db45024;1;2018184514;
TP_15483082604_TPS_18868192604;TP_15483082604;659876;d2373879479377db00a89dc9f7548d4d425c8ee1fd4e88d4558fdf53a927a145;2,03E+28;0;1;TPS_18868192604;HO2.27;HO2;27.0;VC;2026-04-01 02:39:00;2026-04-01 03:05:00;2026-04-01 03:14:00;2026-04-01 03:20:00;;541.0;;372.0;2505.0;01.04.2026 04:05;HO2, T12;3291dc86-2d63-11f1-8d06-4f230fa329b8;1;2017938043;
TP_15483382604_TPS_18871972604;TP_15483382604;949728;51be76533c430b34877a3d91323f6c7bd411863c52df69a07c18df6633b5fa0a;2,03E+28;1;1;TPS_18871972604;HO2.25;HO2;25.0;VC;2026-04-01 06:16:00;2026-04-01 06:24:00;2026-04-01 06:28:00;2026-04-01 06:37:00;471.0;244.0;;516.0;1231.0;01.04.2026 07:35;HO2;a1ae5748-2d81-11f1-ab97-5384069acf3f;1;;
TP_15483432604_TPS_18823852604;TP_15483432604;241477;06a2f9f97784ce70a7d9c27919f3518d04a6527ab888138c3406b008e4726523;2,03E+28;0;1;TPS_18823852604;HO2.22;HO2;22.0;VC;2026-04-01 06:30:00;2026-04-01 07:21:00;2026-04-01 07:34:00;2026-04-01 11:05:00;;765.0;;12673.0;16488.0;01.04.2026 12:05;HO2, T09;;0;2018214387;
TP_15483922604_TPS_18875432604;TP_15483922604;920032;dbd896b4022e2b35aa8a4187cf775a028194f549e9a163079fcf6ee4677a2449;2,03E+28;1;1;TPS_18875432604;T15.03.01;T15;3.0;RMG;2026-04-01 07:05:00;2026-04-01 07:11:00;2026-04-01 07:30:00;2026-04-01 07:38:00;390.0;1119.0;;499.0;2008.0;01.04.2026 08:35;T15;5e953fa6-2d88-11f1-ae00-93c2436b5392;1;;
TP_15483952604_TPS_18875472604;TP_15483952604;850479;d81a51a34cd11b98d07afd5f49ccdf0efd75477a577234ff6a010ba9981e2007;2,03E+28;1;1;TPS_18875472604;T26.03.01;T26;3.0;RMG;2026-04-01 07:06:00;2026-04-01 07:28:00;2026-04-01 07:31:00;2026-04-01 07:44:00;1287.0;199.0;;743.0;2229.0;01.04.2026 08:35;T26;9ced0a68-2d88-11f1-ae11-971a42fc8501;1;;
TP_15484582604_TPS_18875822604;TP_15484582604;544381;22ad7d9e07ffac609ffcc18f2e2c10f8016d1bdcef28821818034d15375532e9;2,03E+28;0;0;TPS_18875822604;HO2.34;HO2;34.0;VC;2026-04-01 07:24:00;2026-04-01 08:18:00;2026-04-01 08:26:00;2026-04-01 08:39:00;;484.0;280.0;;;01.04.2026 09:35;HO2, T07, T09;07296cda-2d8b-11f1-b031-330368cf2a1f;1;2018300669;
TP_15484912604_TPS_18873382604;TP_15484912604;581203;8f359cbc55cfb3d3590a8f0823e9ddcfc3bd58c353aef7a230790807ec0d8230;2,03E+28;1;1;TPS_18873382604;T06.03.01;T06;3.0;RMG;2026-04-01 08:48:00;2026-04-01 08:54:00;2026-04-01 08:59:00;2026-04-01 09:06:00;305.0;336.0;;414.0;1055.0;01.04.2026 10:05;T06;dccd7ea2-2d96-11f1-9b39-6f5182638b6e;1;;
TP_15485192604_TPS_18878182604;TP_15485192604;823386;543b6e1d1d6897c6d72e1e0ad69f2b86c91b3427d3da42d20b3f0651ff87972e;2,03E+28;0;0;TPS_18878182604;HO2.26;HO2;26.0;VC;2026-04-01 10:34:00;2026-04-01 11:18:00;2026-04-01 11:22:00;2026-04-01 11:46:00;;250.0;475.0;;;01.04.2026 12:35;HO2, LL, T08, T26;94ec7a48-2da5-11f1-8af1-83d5d39e7ba8;1;2018908543;
TP_15485622604_TPS_18875352604;TP_15485622604;941020;96a0d461cb654996f1437d20c537dac76f33413ade425b43d9ae0f23e37c2f87;2,03E+28;1;1;TPS_18875352604;HO2.26;HO2;26.0;VC;2026-04-01 06:56:00;2026-04-01 07:40:00;2026-04-01 07:44:00;2026-04-01 08:09:00;2629.0;242.0;;1508.0;4379.0;01.04.2026 09:06;HO2;37f24bba-2d87-11f1-add9-cbfb84784198;1;;
TP_15486002604_TPS_18877882604;TP_15486002604;502741;14c809335a322c418fe337ed9d468bc26f250246789212d5825a26c978e51be3;2,03E+28;0;1;TPS_18877882604;HO2.22;HO2;22.0;VC;2026-04-01 10:18:00;2026-04-01 12:35:00;2026-04-01 12:37:00;2026-04-01 12:43:00;;151.0;;375.0;8740.0;01.04.2026 13:35;HO2, T11, T13;572a7e46-2da3-11f1-86c8-b7b0b20332a0;1;2018796576;
TP_15486202604_TPS_18882772604;TP_15486202604;844851;0fc72ff5e33f2062e4eeecfb72619a5be569562f184504927d14c927855fae34;2,03E+28;1;1;TPS_18882772604;T13.03.01;T13;3.0;RMG;2026-04-01 12:21:00;2026-04-01 13:22:00;2026-04-01 13:25:00;2026-04-01 13:29:00;3615.0;166.0;;282.0;4063.0;01.04.2026 14:35;T13;9e5776e6-2db4-11f1-ad90-e3d73905e7d5;1;;
TP_15486532604_TPS_18883842604;TP_15486532604;991422;8db93fc7a3da1738c959812b479f531c2247ed3907f15e8f9a48df4f4e6027f3;2,03E+28;1;1;TPS_18883842604;HO2.23;HO2;23.0;VC;2026-04-01 14:23:00;2026-04-01 15:30:00;2026-04-01 15:31:00;2026-04-01 15:36:00;3967.0;102.0;;309.0;4378.0;01.04.2026 16:35;HO2;a95b342c-2dc5-11f1-a606-4b5b9fa2495b;1;;
TP_15487072604_TPS_18876332604;TP_15487072604;807703;ce30af6e75b81fa33c9dd9f9b7cc78a063f3aa648bd19df842ab1da59f84918a;2,03E+28;1;1;TPS_18876332604;T08.03.01;T08;3.0;RMG;2026-04-01 10:23:00;2026-04-01 10:28:00;2026-04-01 10:30:00;2026-04-01 10:35:00;265.0;123.0;;280.0;668.0;01.04.2026 11:35;T08;226f8c40-2da4-11f1-bd8f-3be62200a40e;1;;
TP_15487342604_TPS_18826462604;TP_15487342604;922837;c4daa10515dee6463cc38c2f8ebed19d46ab860ed9f642a127b31037ae76766a;2,03E+28;0;1;TPS_18826462604;HO2.22;HO2;22.0;VC;2026-04-01 12:00:00;2026-04-01 14:30:00;2026-04-01 14:49:00;2026-04-01 14:59:00;;1098.0;;611.0;10733.0;01.04.2026 16:05;HO2, LL, T13;9a011a7c-2dc6-11f1-98d6-33c388bd2446;1;2019355491;
TP_15487462604_TPS_18879132604;TP_15487462604;804523;c700c9147b15616164f2e897872cfefb3a6503fc05041b40e685e3200fdd7429;2,03E+28;1;1;TPS_18879132604;T25.03.01;T25;3.0;RMG;2026-04-01 12:33:00;2026-04-01 12:44:00;2026-04-01 12:51:00;2026-04-01 12:58:00;622.0;435.0;;437.0;1494.0;01.04.2026 14:05;T25;4c04d260-2db6-11f1-bfe4-3331716995b4;1;;
TP_15487702604_TPS_18881852604;TP_15487702604;366481;e9a6b0d17ed78f150ae2cfec1e1022ac8c0d1277c5909002cf9193e00c4e7c34;2,03E+28;0;1;TPS_18881852604;T17.01.01;T17;1.0;RMG;2026-04-01 13:16:00;2026-04-01 13:38:00;2026-04-01 13:46:00;2026-04-01 13:56:00;;489.0;;622.0;2400.0;01.04.2026 15:06;LL, T17;4d6121c6-2dbc-11f1-95c0-cbfad0af8ddd;1;;
TP_15487702604_20260401132743000000023944028;TP_15487702604;366481;e9a6b0d17ed78f150ae2cfec1e1022ac8c0d1277c5909002cf9193e00c4e7c34;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-01 13:16:00;2026-04-01 13:23:00;2026-04-01 13:27:00;2026-04-01 13:56:00;373.0;271.0;645.0;;;01.04.2026 15:06;LL, T17;39f23720-2dbd-11f1-abd3-2709b7d875a2;1;;
TP_15489582604_TPS_18880282604;TP_15489582604;358905;b90027778099353f6a4e35e357cecb451cee063a6dae9c06e2b363037488755f;2,03E+28;0;1;TPS_18880282604;T16.04.01;T16;4.0;RMG;2026-04-01 09:34:00;2026-04-01 09:53:00;2026-04-01 10:01:00;2026-04-01 10:06:00;;468.0;;342.0;1918.0;01.04.2026 11:06;LL, T16;49a7ae16-2d9d-11f1-a36c-c31a93f98cf0;1;;
TP_15489582604_20260401094937000000023937300;TP_15489582604;358905;b90027778099353f6a4e35e357cecb451cee063a6dae9c06e2b363037488755f;2,03E+28;1;0;2,03E+28;LL;LL;;Leerlager;2026-04-01 09:34:00;2026-04-01 09:39:00;2026-04-01 09:49:00;2026-04-01 10:06:00;296.0;583.0;229.0;;;01.04.2026 11:06;LL, T16;7ab0688e-2d9e-11f1-abd3-2709b7d875a2;1;;
TP_15489892604_TPS_18826432604;TP_15489892604;920861;f3165c91c1f0b176d6eb380c4f5b41d8919999ff714d9fbe0d49f54c6c87f97d;2,03E+28;0;1;TPS_18826432604;HO2.34;HO2;34.0;VC;2026-04-01 10:43:00;2026-04-01 11:07:00;2026-04-01 11:13:00;2026-04-01 11:22:00;;325.0;;554.0;2350.0;01.04.2026 12:35;HO2, T07;34a2587e-2daa-11f1-978b-dbb6c7c0ac42;1;2018918352;
TP_15490112604_TPS_18881432604;TP_15490112604;628818;bcebcf4e5f48311bea2e59ff75880613775f22eaf61f5a2cd0b479cc852b977d;2,03E+28;1;1;TPS_18881432604;T09.02.01;T09;2.0;RMG;2026-04-01 11:30:00;2026-04-01 11:39:00;2026-04-01 12:05:00;2026-04-01 12:11:00;508.0;1538.0;;386.0;2432.0;01.04.2026 13:06;T09;7e7e3316-2dad-11f1-b5ae-8328df5367d5;1;;
TP_15490702604_20260401111528000000023937418;TP_15490702604;454448;002d94a140c296563acc1b7eb9f7006d942b79b1662aef1820078973e69d4b43;2,03E+28;1;1;2,03E+28;LL;LL;;Leerlager;2026-04-01 11:05:00;2026-04-01 11:11:00;2026-04-01 11:15:00;2026-04-01 11:18:00;316.0;253.0;;189.0;758.0;01.04.2026 12:05;LL;c72818b3-2daa-11f1-abd3-2709b7d875a2;1;;
TP_15490932604_TPS_18881532604;TP_15490932604;658879;590423110c45c14f4c1b1d4832a27291ab5b188f58b2b5bd5eb3c0fedecb1623;2,03E+28;1;1;TPS_18881532604;HO2.31;HO2;31.0;VC;2026-04-01 11:42:00;2026-04-01 12:09:00;2026-04-01 12:11:00;2026-04-01 12:17:00;1586.0;109.0;;352.0;2047.0;01.04.2026 13:06;HO2;2bebb6ee-2daf-11f1-bb23-b778fcea94af;1;;
TP_15491632604_TPS_18882162604;TP_15491632604;431839;a5d1712b7ff85a5d2ca6221cc6a76e75d6ec6fadf48afd5dc60ee5eb7e4c6afd;2,03E+28;0;0;TPS_18882162604;HO2.34;HO2;34.0;VC;2026-04-01 13:55:00;2026-04-01 15:38:00;2026-04-01 15:42:00;2026-04-01 16:44:00;;271.0;339.0;;;01.04.2026 17:35;HO2, LL, T15, T19;b935c1cc-2dc1-11f1-9d83-f3accd54d90a;1;2019749494;
TP_15491702604_TPS_18882272604;TP_15491702604;282569;c9e4d85fe8e26a94a570a24b293ac765cf9743e409b8777bd3d0ab58d7b7c1d9;2,03E+28;0;1;TPS_18882272604;HO2.32;HO2;32.0;VC;2026-04-01 14:03:00;2026-04-01 16:49:00;2026-04-01 16:53:00;2026-04-01 17:02:00;;243.0;;551.0;10735.0;01.04.2026 18:05;HO2, T08, T13;d526a198-2dc2-11f1-9df6-cbe94a5201e1;1;2019766351;
TP_15491842604_TPS_18886472604;TP_15491842604;809489;f105fc8c498a4e8145c5030321fb2eb360cd467d48c054b75bd657c09ca07ba2;2,03E+28;1;1;TPS_18886472604;T17.03.01;T17;3.0;RMG;2026-04-01 14:58:00;2026-04-01 15:05:00;2026-04-01 15:39:00;2026-04-01 15:50:00;397.0;2026.0;;671.0;3094.0;01.04.2026 16:35;T17;8d0319ca-2dca-11f1-b52f-5b9ab9cae91a;1;;
TP_15492182604_TPS_18884332604;TP_15492182604;776946;343bdf2e12fae4c5b33105c85d2d68efa4d7434f336dcd9b973dc65a9f7ce2ec;2,03E+28;0;1;TPS_18884332604;T18.03.01;T18;3.0;RMG;2026-04-01 16:33:00;2026-04-01 17:00:00;2026-04-01 17:08:00;2026-04-01 17:26:00;;451.0;;1085.0;3126.0;01.04.2026 18:35;T18, T25;d31ab2f8-2dd7-11f1-aba3-5fe766df48f9;1;;
TP_15492182604_TPS_18884322604;TP_15492182604;776946;343bdf2e12fae4c5b33105c85d2d68efa4d7434f336dcd9b973dc65a9f7ce2ec;2,03E+28;1;0;TPS_18884322604;T25.02.01;T25;2.0;RMG;2026-04-01 16:33:00;2026-04-01 16:47:00;2026-04-01 16:56:00;2026-04-01 17:26:00;814.0;523.0;253.0;;;01.04.2026 18:35;T18, T25;d307ff8c-2dd7-11f1-aba2-a759e34d1446;1;;
TP_15492852604_TPS_18891192604;TP_15492852604;520205;6b402ea8fe7d3c70fae9564d622bb1e217f67e408835ca4f261b08cdede0b47a;2,03E+28;0;1;TPS_18891192604;HO2.34;HO2;34.0;VC;2026-04-01 21:19:00;2026-04-01 23:35:00;2026-04-01 23:42:00;2026-04-01 23:48:00;;388.0;;373.0;8944.0;02.04.2026 00:35;HO2, T08;abc1728c-2dff-11f1-a70b-274619aff1b7;1;2020788690;
TP_15494052604_TPS_18887322604;TP_15494052604;578242;a05ec920d105f890c229310bb17890b8c5275f99730c4141a4fc528d7e2d186f;2,03E+28;1;1;TPS_18887322604;T14.02.01;T14;2.0;RMG;2026-04-01 17:22:00;2026-04-01 17:40:00;2026-04-01 17:51:00;2026-04-01 17:59:00;1047.0;672.0;;499.0;2218.0;01.04.2026 19:08;T14;aa85f1de-2dde-11f1-b081-6bfc1b943f4e;1;;
TP_15495572604_TPS_18826482604;TP_15495572604;339382;7ee5917103240f9275c6fd3eab42bc8aecb17ae661ef9693aa8ca73c114e8ac2;2,03E+28;0;1;TPS_18826482604;HO2.22;HO2;22.0;VC;2026-04-01 20:59:00;2026-04-01 23:07:00;2026-04-01 23:26:00;2026-04-01 23:32:00;;1134.0;;379.0;9183.0;02.04.2026 00:35;HO2, T06, T09;cec3025a-2e0e-11f1-9d72-cb962661c2cb;1;2020763232;
TP_15496112604_TPS_18823882604;TP_15496112604;460372;abedca38fbafd8acf5f2199e438fd9e8c876ad2c96f7851a60fd33587dca09c8;2,03E+28;0;1;TPS_18823882604;HO2.31;HO2;31.0;VC;2026-04-01 15:49:00;2026-04-01 18:35:00;2026-04-01 18:37:00;2026-04-01 18:44:00;;149.0;;430.0;10497.0;01.04.2026 19:08;HO2, T12;b2068342-2de8-11f1-a94f-97bbecd0e7ea;1;2020089402;
TP_15497412604_TPS_18885942604;TP_15497412604;253509;b065d349822f155f6cc4e09639c417c723b14c0f05f33d94fde24b5d747ba57b;2,03E+28;1;1;TPS_18885942604;HO2.34;HO2;34.0;VC;2026-04-01 17:57:00;2026-04-01 19:16:00;2026-04-01 19:18:00;2026-04-01 19:23:00;4688.0;123.0;;293.0;5104.0;01.04.2026 20:35;HO2;8ebde100-2de3-11f1-acb3-4f2f6401296a;1;;
TP_15497452604_TPS_18823892604;TP_15497452604;879069;b150c4881889e83e3c45402b6eed7d78c03d4a602b68f03566fe47c4916f5d8b;2,03E+28;0;1;TPS_18823892604;HO2.30;HO2;30.0;VC;2026-04-01 18:02:00;2026-04-01 19:00:00;2026-04-01 19:01:00;2026-04-01 19:06:00;;90.0;;279.0;3873.0;01.04.2026 20:05;HO2, T18;;0;2020425147;
TP_15497552604_TPS_18889702604;TP_15497552604;913987;8894dd89e7e01326fdc3b56daa1986eed8085d750710c51c004d20ebf2c9a674;2,03E+28;1;1;TPS_18889702604;T14.02.01;T14;2.0;RMG;2026-04-01 19:13:00;2026-04-01 19:29:00;2026-04-01 19:34:00;2026-04-01 19:40:00;901.0;303.0;;377.0;1581.0;01.04.2026 20:35;T14;2c985e8c-2dee-11f1-b46c-b35e7bbe89cf;1;;
TP_15498282604_TPS_18886212604;TP_15498282604;703646;b723c7436b096910db5bd836031a9cf7c275ba371ce269bbfee638dc99468fd1;2,03E+28;1;1;TPS_18886212604;T09.01.01;T09;1.0;RMG;2026-04-01 18:53:00;2026-04-01 19:15:00;2026-04-01 19:40:00;2026-04-01 19:46:00;1270.0;1533.0;;333.0;3136.0;01.04.2026 20:35;T09;61a023b0-2deb-11f1-b66c-f7271ea7950e,61b33824-2deb-11f1-b66d-dfa0aecc7ffe;2;;
TP_15498722604_TPS_18890552604;TP_15498722604;277990;bf38bc3c11c16f0733c29eceda53823edf7aab22a5d260a848222cdaee0ffb5c;2,03E+28;1;1;TPS_18890552604;T08.02.01;T08;2.0;RMG;2026-04-01 20:25:00;2026-04-01 20:31:00;2026-04-01 21:04:00;2026-04-01 21:11:00;356.0;1980.0;;377.0;2713.0;01.04.2026 22:05;T08;3b436e54-2df8-11f1-9cc3-d73b19eaf866;1;;
TP_15499002604_TPS_18894102604;TP_15499002604;495733;c4782aaba22e93a3af8bab688b27211e15766b2d7a70dce8adc4407491804283;2,03E+28;1;1;TPS_18894102604;T12.01.01;T12;1.0;RMG;2026-04-01 21:32:00;2026-04-01 21:53:00;2026-04-01 21:58:00;2026-04-01 22:05:00;1228.0;274.0;;454.0;1956.0;01.04.2026 23:06;T12;9813fd5c-2e01-11f1-b467-5385e44e4bca;1;;
TP_15499872604_TPS_18891822604;TP_15499872604;457521;d6e4154121f064cf113ad9ad358f7a92058d69d6bcbd17aca0c4b5096a246449;2,03E+28;1;1;TPS_18891822604;T18.04.01;T18;4.0;RMG;2026-04-01 19:39:00;2026-04-01 19:57:00;2026-04-01 20:09:00;2026-04-01 20:15:00;1077.0;689.0;;335.0;2101.0;01.04.2026 21:09;T18;ce2aa8ba-2df1-11f1-bfd9-9b36895902d9;1;;
TP_15500162604_TPS_18892382604;TP_15500162604;735283;57681acae4010ea04cd09e48e8c518ca74544325ba840985dc944327879fa316;2,03E+28;0;1;TPS_18892382604;HO2.34;HO2;34.0;VC;2026-04-01 20:10:00;2026-04-01 21:01:00;2026-04-01 21:06:00;2026-04-01 21:13:00;;285.0;;440.0;3805.0;01.04.2026 22:05;HO2, T09;01c092b2-2df6-11f1-95d7-07c7cad97069;1;2020636820;
TP_15500432604_TPS_18892492604;TP_15500432604;808127;e0c2c0733c45e41d280804cfdac408e8d6710711ed0a8f50ddd44e1e7d31b132;2,03E+28;0;1;TPS_18892492604;HO2.34;HO2;34.0;VC;2026-04-01 20:39:00;2026-04-01 21:55:00;2026-04-01 21:58:00;2026-04-01 22:11:00;;173.0;;743.0;5474.0;01.04.2026 23:06;HO2, T19;2cf0c3a4-2dfa-11f1-9dd5-f307ae0a2924;1;2020742142;
TP_15500532604_TPS_18891322604;TP_15500532604;443302;45ddddebd7a834cfb9ecf5395648b2e54220b875684448c26307fb9e16026e70;2,03E+28;1;1;TPS_18891322604;T13.03.01;T13;3.0;RMG;2026-04-01 22:02:00;2026-04-01 22:09:00;2026-04-01 22:21:00;2026-04-01 22:25:00;373.0;722.0;;283.0;1378.0;01.04.2026 23:35;T13;c9145c72-2e05-11f1-afc0-8735801a7e11,c9277d2a-2e05-11f1-afc1-d74a6c804da7;2;;
TP_15501032604_TPS_18894632604;TP_15501032604;798220;6fbcead88ee491ca9f40b7f2193b204ac3a6cf0e0cb3d700d371cd02818a34c2;2,03E+28;1;1;TPS_18894632604;T16.03.01;T16;3.0;RMG;2026-04-01 23:10:00;2026-04-01 23:14:00;2026-04-01 23:19:00;2026-04-02 01:07:00;219.0;272.0;;6514.0;7005.0;02.04.2026 02:05;T16;;0;;
TP_15502942604_TPS_18823952604;TP_15502942604;806436;9d2a7d6542f2e623436b89be40d763cbb8a96c2690b34a6ad6de05d274bf371d;2,03E+28;0;1;TPS_18823952604;HO2.31;HO2;31.0;VC;2026-04-02 06:51:00;2026-04-02 07:35:00;2026-04-02 07:43:00;2026-04-02 08:33:00;;497.0;;2977.0;6096.0;02.04.2026 09:35;HO2, T19;78711dda-2e52-11f1-af1f-93b28b43ee33;1;2021635275;
TP_15503392604_TPS_18895712604;TP_15503392604;316596;46ad3acdd36fe012532943010b7e9f3033384efe6dfd8ad71e2866b40e3b8ec2;2,03E+28;0;1;TPS_18895712604;HO2.24;HO2;24.0;VC;2026-04-01 23:57:00;2026-04-02 01:15:00;2026-04-02 01:25:00;2026-04-02 01:40:00;;640.0;;855.0;6134.0;02.04.2026 02:35;HO2, T12, T19;d8aab1a8-2e15-11f1-a880-5be7d159f3ad;1;;
TP_15503392604_TPS_18895702604;TP_15503392604;316596;46ad3acdd36fe012532943010b7e9f3033384efe6dfd8ad71e2866b40e3b8ec2;2,03E+28;0;0;TPS_18895702604;T12.02.01;T12;2.0;RMG;2026-04-01 23:57:00;2026-04-02 00:23:00;2026-04-02 00:31:00;2026-04-02 01:40:00;;462.0;2629.0;;;02.04.2026 02:35;HO2, T12, T19;d8aa5c44-2e15-11f1-a87f-032e18ae23fa;1;;
TP_15503392604_TPS_18895692604;TP_15503392604;316596;46ad3acdd36fe012532943010b7e9f3033384efe6dfd8ad71e2866b40e3b8ec2;2,03E+28;1;0;TPS_18895692604;T19.03.01;T19;3.0;RMG;2026-04-01 23:57:00;2026-04-02 00:04:00;2026-04-02 00:14:00;2026-04-02 01:40:00;387.0;633.0;528.0;;;02.04.2026 02:35;HO2, T12, T19;d8a9ef52-2e15-11f1-a87e-077b7f05a0b8;1;;
TP_15504942604_TPS_18826492604;TP_15504942604;619982;0bcecd5dbe2dc18d1738cb8ec89daa07745cab0bd44552082d510ba6208b7a9c;2,03E+28;0;1;TPS_18826492604;T14.02.01;T14;2.0;RMG;2026-04-02 03:11:00;2026-04-02 03:42:00;2026-04-02 03:47:00;2026-04-02 03:58:00;;302.0;;678.0;2824.0;02.04.2026 05:06;T06, T14;e98b3fb4-2e34-11f1-9df4-1fce3e29c567;1;2021304383;
